Cumulative Rewards, Average Rewards, No Timesteps
-931.1332760322772, -12.251753632003647, 76
-795.1421168118859, -12.824872851804612, 62
-777.4663173430596, -13.404591678328613, 58
-816.4121074369722, -11.83205952807206, 69
-1173.9433473529712, -12.900476344538145, 91
-756.0560567190269, -13.746473758527761, 55
-1171.4754332980517, -11.833085184828805, 99
-1111.452783022306, -12.349475366914511, 90
-1142.9641713310634, -13.137519210701878, 87
-814.2116499909539, -12.33654015137809, 66
-793.6507898674388, -12.59763158519744, 63
-1151.6257913941831, -12.795842126602034, 90
-780.6866635108508, -13.460114888118119, 58
-713.9162859427933, -12.980296108050787, 55
-897.7291104301719, -12.297659046988656, 73
-1117.676595984934, -12.996239488196908, 86
-871.3628254745444, -12.628446746007889, 69
-737.5696548445089, -12.716718186974292, 58
-2083.7958668466536, -15.21018880909966, 137
-942.186872116874, -12.079318873293257, 78
-802.1003337266202, -12.340005134255696, 65
-1053.1003748918156, -11.323659945073286, 93
-881.6509626910324, -12.077410447822363, 73
-1387.358230321229, -13.736220102190387, 101
-848.7442529671722, -11.022652635937302, 77
-837.4607962947363, -11.795222483024455, 71
-732.6556754159539, -12.21092792359923, 60
-1178.2065546098775, -13.238275894493006, 89
-813.1319645665798, -11.957823008332056, 68
-787.5484081423745, -12.11612935603653, 65
-1240.030956004524, -13.19181868089919, 94
-786.316426245668, -13.557179762856345, 58
-985.6829841738045, -12.321037302172556, 80
-1600.3857574120534, -13.916397890539594, 115
-810.69290860175, -13.290047681995901, 61
-1879.4563621725424, -14.798868993484586, 127
-1327.5676333968397, -12.52422295657396, 106
-827.4409899967134, -12.349865522339005, 67
-849.2138623293527, -12.307447280135545, 69
-2060.6993461328148, -15.264439600983813, 135
-1206.0035224309968, -10.963668385736334, 110
-836.3673344166516, -11.61621297800905, 72
-1510.9880176245895, -13.371575377208757, 113
-2064.919822630601, -13.236665529683341, 156
-1151.8069924817808, -13.0887158236566, 88
-857.1609492095689, -12.245156417279556, 70
-785.4615969482835, -12.876419622103008, 61
-677.1993240207082, -12.777345736239777, 53
-872.7944169708601, -10.775239715689631, 81
-788.0009384007833, -13.355948108487853, 59
-1711.8521490597004, -14.50722160220085, 118
-1161.4648684942142, -10.854811855086114, 107
-743.9566211549833, -9.184649643888683, 81
-1094.1122356133906, -11.639491868227559, 94
-1186.557302314816, -12.897361981682783, 92
-790.2178322978851, -12.347153629654455, 64
-722.4045095843503, -12.90008052829197, 56
-788.0430123782205, -12.710371167390653, 62
-1011.4353491258762, -11.11467416621842, 91
-1226.911820077909, -13.335998044325097, 92
-1475.6638621057305, -13.791251047717108, 107
-1406.8312984446086, -12.789375440405532, 110
-1029.5538566999876, -12.40426333373479, 83
-744.0027587924527, -12.610216250719537, 59
-1905.588365659406, -14.658372043533893, 130
-1327.0600609968117, -13.541429193845017, 98
-839.2689446878112, -11.820689361800158, 71
-1226.82832797741, -11.796426230552019, 104
-1340.7004075498985, -13.680616403570394, 98
-1938.0976201988924, -14.908443232299172, 130
-740.6500965111818, -12.553391466291217, 59
-783.7794647347627, -12.641604269915527, 62
-867.3802576334117, -12.046948022686273, 72
-1773.4652706310774, -14.302139279282882, 124
-1183.9028649404036, -11.721810543964391, 101
-795.2908118125572, -13.479505284958597, 59
-1284.9597494040336, -13.247007725814779, 97
-928.547893606108, -12.059063553326078, 77
-819.9646712999494, -12.058303989705138, 68
-1255.9250041885891, -13.504569937511711, 93
-923.4372088773105, -12.150489590490928, 76
-1107.7289035454671, -12.732516132706518, 87
-1814.9305429784242, -14.636536636922775, 124
-1890.0916802938268, -14.882611655856904, 127
-1244.8141150133692, -13.530588206667057, 92
-913.9412166670697, -12.519742694069448, 73
-1303.7135815304516, -12.184239079723847, 107
-880.390953804093, -11.144189288659405, 79
-949.17534346442, -10.546392705160223, 90
-1218.408283915195, -13.389102021046098, 91
-1365.391904534445, -13.518731728063813, 101
-779.6913061083861, -12.994855101806435, 60
-1044.1032467934976, -10.990560492563134, 95
-803.7114864529741, -13.175598138573346, 61
-799.7074952902755, -13.109958939184844, 61
-756.4080941175872, -13.270317440659424, 57
-1386.6059382679373, -13.205770840647022, 105
-775.3975655959581, -13.368923544757898, 58
-1247.3059558255488, -12.34956391906484, 101
-1639.9353696891085, -13.780969493185786, 119
-1025.7327008966226, -12.358225312007502, 83
-1087.5983021244108, -11.694605399187212, 93
-765.4068091251249, -12.34527111492137, 62
-755.8529503519127, -12.597549172531878, 60
-1090.649857052232, -11.727417817765934, 93
-810.4437472422645, -9.42376450281703, 86
-821.0251338681734, -12.439774755578384, 66
-823.7022013525432, -12.672341559269896, 65
-705.5514808299288, -12.37809615491103, 57
-1532.37035290616, -13.560799583240353, 113
-712.5221133667262, -12.500387953802214, 57
-793.0314958954208, -12.200484552237242, 65
-1451.4570919031244, -13.82340087526785, 105
-722.640837826233, -13.138924324113328, 55
-705.2838036502872, -12.59435363661227, 56
-1241.3684278436945, -11.936234883112446, 104
-844.2205818016231, -12.415008555906223, 68
-1100.2355688386951, -11.959082269985817, 92
-807.0348216133058, -12.810076533544537, 63
-1814.5609995595892, -14.633556448061203, 124
-733.5332987705009, -12.647125840870705, 58
-850.6593031350498, -12.328395697609416, 69
-1293.045118320501, -13.469219982505217, 96
-936.5634802530058, -12.32320368753955, 76
-1269.520857806163, -13.087843894908897, 97
-1084.601027455879, -12.760012087716223, 85
-834.5021398222602, -11.753551265102256, 71
-765.7425272502239, -13.434079425442524, 57
-866.259895781742, -10.191292891549907, 85
-793.8686497829635, -12.60108967909466, 63
-751.0079368059387, -13.17557783870068, 57
-1434.0773614283594, -13.657879632651042, 105
-967.2724976333641, -10.513831496014827, 92
-790.7016016192292, -9.761748168138633, 81
-1877.947320824402, -14.786986778144897, 127
-757.7104178290999, -13.77655305143818, 55
-1199.8699237108844, -11.879900234761232, 101
-763.4688280930412, -13.163255656776572, 58
-1196.8021486240593, -11.619438336155916, 103
-792.3628462845722, -13.206047438076205, 60
-830.0602771807204, -9.326519968322701, 89
-1830.3192292526692, -14.411962435060387, 127
-1848.8190297683896, -14.673166902923727, 126
-1978.5395293081358, -14.876237062467187, 133
-1523.6504110496594, -13.726580279726662, 111
-1379.6083400282187, -13.394255728429307, 103
-1274.5004068019193, -13.139179451566179, 97
-724.9392576602974, -12.945343886791024, 56
-925.8221529119512, -12.023664323531834, 77
-899.7379932538303, -9.887230695097037, 91
-1731.6075363091607, -13.964576905719037, 124
-2078.50805253049, -15.396355944670297, 135
-789.479902075907, -13.611722449584605, 58
-1925.5439665859792, -15.043312238952963, 128
-1935.3392245499736, -15.002629647674214, 129
-1612.7719469398414, -13.328693776362325, 121
-1269.5273607204294, -12.695273607204294, 100
-1165.4929531503938, -13.095426439892064, 89
-777.9175329771315, -12.15496145276768, 64
-1114.7023802031918, -11.259620002052442, 99
-1065.7639246175177, -12.538399113147266, 85
-1922.8495047220395, -15.022261755640933, 128
-838.2828718550172, -12.701255634166927, 66
-1053.9686869860761, -12.399631611600896, 85
-802.6587753181586, -12.740615481240614, 63
-754.5236052552856, -13.009027676815268, 58
-1255.7920413466734, -12.814204503537484, 98
-810.4963398148543, -13.072521609917006, 62
-947.4415044944045, -11.843018806180057, 80
-1027.0498880235368, -11.163585739386269, 92
-1658.1576278381544, -13.480956323887435, 123
-879.6411888048801, -10.348719868292708, 85
-834.9607834905756, -12.278835051331995, 68
-858.8157801880925, -12.268796859829893, 70
-2199.2647591497484, -15.487779994012312, 142
-856.2778822351662, -12.4098243802198, 69
-1997.4711427242332, -15.018580020482956, 133
-1352.5842123021018, -13.525842123021018, 100
-1612.1435241911058, -13.897789001647464, 116
-2340.0338293685218, -16.138164340472564, 145
-1109.8191576258332, -12.904873925881782, 86
-861.7367325052628, -11.804612774044696, 73
-729.8581465298993, -12.583761147067229, 58
-747.506029355695, -13.348321952780267, 56
-1123.7228342751243, -12.62609926151825, 89
-2518.8170137455236, -16.68090737579817, 151
-744.5695211862752, -13.062623178706582, 57
-791.1835292879841, -13.880412794526038, 57
-784.450236293951, -11.885609640817439, 66
-1372.8018870174615, -13.328173660363703, 103
-1421.397863582361, -13.409413807380764, 106
-1156.1200646031323, -12.566522441338394, 92
-1128.5282894371028, -12.824185107239805, 88
-760.2147432167633, -13.10715074511661, 58
-1493.3854954023045, -13.453923382002744, 111
-856.0347808406618, -12.22906829772374, 70
-964.0192307925121, -11.080680813707035, 87
-1306.085110042999, -12.206402897598123, 107
-1069.4534245154332, -12.581804994299214, 85
-1115.2424377569564, -12.818878594907545, 87
-857.8913292763617, -10.859383914890655, 79
-909.2563376805246, -10.954895634705116, 83
-949.8523950729668, -10.324482555140944, 92
-745.8569472893848, -12.859602539472153, 58
-1821.423604337422, -14.34191814438915, 127
-1893.0140176447487, -14.45048868431106, 131
-1330.2869018579563, -13.574356141407717, 98
-1304.4752044144936, -13.731317941205196, 95
-1314.262045665416, -13.275374198640566, 99
-779.7711156929724, -13.444329580913317, 58
-1416.3292601236963, -13.618550578112464, 104
-1006.488646926171, -12.42578576452063, 81
-850.6070177175907, -10.248277321898684, 83
-1027.2194038353596, -12.527065900431214, 82
-789.4645573057368, -13.15774262176228, 60
-778.9847732438847, -12.364837670537852, 63
-817.3375118800474, -13.182863094839474, 62
-1851.0110683357773, -14.574890301856515, 127
-697.4704238031278, -12.916118959317181, 54
-1112.719068004194, -13.090812564755224, 85
-1200.753940342446, -12.773978088749425, 94
-1158.8642643704766, -13.020946790679512, 89
-722.0858257025047, -12.894389744687585, 56
-1388.073319534878, -13.743300193414633, 101
-840.7783830757983, -11.517512096928744, 73
-858.0380876258932, -11.917195661470739, 72
-925.0850700350765, -12.5011495950686, 74
-1157.6588898775603, -13.155214657699549, 88
-2115.562527639497, -15.330163243764472, 138
-743.0689537576153, -12.811533685476126, 58
-751.4803603519027, -12.95655793710177, 58
-1184.5437483341416, -12.875475525371105, 92
-806.1431090929627, -13.002308211176818, 62
-1014.1769116814223, -11.657205881395658, 87
-1150.7787864968648, -12.786430961076276, 90
-838.1708213965909, -12.326041491126336, 68
-817.1765785116486, -11.349674701550676, 72
-1592.757694871656, -13.163286734476495, 121
-1231.7323477033856, -11.404929145401718, 108
-914.4661729534905, -12.19288230604654, 75
-845.668545329624, -12.080979218994628, 70
-760.9967008417244, -12.079312711773403, 63
-798.0566955559184, -12.667566596125688, 63
-732.4510240553774, -12.628465931989265, 58
-1639.6631546925237, -14.257940475587162, 115
-735.2878207617113, -12.05389870101166, 61
-1046.7070548790393, -11.894398350898173, 88
-1008.8096583069729, -12.30255680862162, 82
-1149.432720398687, -13.211870349410196, 87
-766.6802846235357, -13.690719368277424, 56
-745.1254184001622, -13.798618859262263, 54
-1325.0086634536674, -13.250086634536673, 100
-1026.240895006485, -10.917456329856224, 94
-1940.21671725558, -14.698611494360454, 132
-842.5112952445457, -11.701545767285358, 72
-1382.459527236261, -12.45459033546181, 111
-703.4139173833861, -12.340595041813792, 57
-747.725299021458, -13.846764796693666, 54
-732.3571841840152, -13.315585166982094, 55
-1067.8036900866057, -12.562396353960066, 85
-1286.8846418932671, -13.546154125192286, 95
-1553.595281234105, -13.628028782755306, 114
-1513.6369789742066, -13.048594646329366, 116
-748.5134982464712, -13.366312468686985, 56
-1739.2294440770675, -13.694720032102893, 127
-952.6173510586198, -10.703565742231683, 89
-1151.0277979856837, -10.962169504625559, 105
-1009.3319304341903, -12.015856314692742, 84
-768.8590853436299, -13.256191126614308, 58
-748.9097446442523, -12.693385502444954, 59
-1378.7198568903273, -13.650691652379479, 101
-948.1061575389468, -11.154190088693491, 85
-730.4856062720115, -13.04438582628592, 56
-917.6918273491658, -12.235891031322211, 75
-672.0225754916116, -8.00026875585252, 84
-1813.560878341831, -14.168444362045555, 128
-940.5290586165718, -10.113215684049159, 93
-766.7486486329976, -12.779144143883293, 60
-1533.635966937995, -13.816540242684638, 111
-1417.9936035248509, -13.766928189561659, 103
-2280.9314651525137, -15.622818254469273, 146
-914.078083554703, -11.718949789162858, 78
-1857.9256222807076, -14.402524203726415, 129
-845.6527818499734, -12.255837418115556, 69
-926.3863961246689, -12.351818614995585, 75
-1420.1106949599036, -12.793790044683817, 111
-800.108612369646, -12.309363267225324, 65
-785.9983760712813, -12.677393162440021, 62
-1465.4659848251379, -12.74318247674033, 115
-1227.9909933502054, -13.347728188589189, 92
-1329.803446154418, -13.56942291994304, 98
-775.5304071097171, -11.931237032457187, 65
-998.7949747207399, -12.330802157046172, 81
-777.2656257200016, -12.536542350322607, 62
-1228.8708646106534, -13.357292006637536, 92
-1742.3176837029694, -14.39931970002454, 121
-831.3160788415569, -12.595698164266013, 66
-1250.6579485601465, -13.027686964168192, 96
-762.0428548622067, -12.291013788100107, 62
-752.4043280370881, -12.334497180935871, 61
-1352.6729784195088, -12.524749800180636, 108
-1182.8662757365416, -10.656452934563438, 111
-914.5426193133318, -11.724905375811947, 78
-1267.068602046211, -13.624393570389365, 93
-1812.2681324041253, -14.615065583904236, 124
-808.7605732689104, -13.258370053588695, 61
-1092.3585161177025, -12.70184321067096, 86
-801.0848864745496, -12.920723975395962, 62
-1479.7034040322255, -13.094720389665712, 113
-1083.7262566572454, -12.04140285174717, 90
-826.0923497586833, -11.801319282266904, 70
-1119.9691143843615, -11.546073344168676, 97
-1728.0720681421399, -14.281587340017685, 121
-1117.6794604030524, -12.99627279538433, 86
-1048.132351510239, -12.047498293221137, 87
-823.7967784353342, -12.295474305004989, 67
-1065.4650267275247, -11.581141594864398, 92
-1318.3342702940333, -13.59107495148488, 97
-1191.4856402375926, -13.387479103793176, 89
-1419.7784624091985, -13.78425691659416, 103
-1177.3786650963903, -13.22897376512798, 89
-817.1132950554545, -12.570973770083915, 65
-786.0118116687621, -12.885439535553477, 61
-858.8448319743917, -12.269211885348453, 70
-1181.313607461853, -11.144467994923142, 106
-974.5751706918029, -12.182189633647535, 80
-2000.4744861370348, -15.155109743462384, 132
-1815.910568535803, -13.451189396561503, 135
-1002.2504128586938, -9.366826288399007, 107
-1239.6489303147664, -13.048936108576488, 95
-1083.9858244638995, -12.604486330975575, 86
-1516.788835176943, -13.542757456936991, 112
-1245.153020621711, -12.970343964809489, 96
-1042.1668262939063, -12.556226822818148, 83
-1104.2359058151205, -11.267713324644086, 98
-1092.090850835984, -12.698730823674232, 86
-935.3789997643247, -11.004458820756762, 85
-821.318743776546, -12.444223390553727, 66
-889.2980215486463, -11.85730695398195, 75
-1505.7623233174888, -13.814333241444851, 109
-1289.8468067654787, -13.297389760468853, 97
-752.1143671566782, -13.674806675575967, 55
-735.9836918930306, -12.065306424475912, 61
-1778.2801481845665, -14.696530150285675, 121
-1248.6877541517902, -13.572692979910762, 92
-1806.838016733439, -14.810147678142942, 122
-1424.4508405735878, -12.605759651093697, 113
-1896.8474711693675, -14.819120868510684, 128
-1037.819487347878, -12.209641027622094, 85
-817.4014394634746, -12.200021484529472, 67
-885.7033251457557, -10.934608952416736, 81
